area_sqft,bhk,locality,location_type,age_of_property,furnishing,latitude,longitude,price,listing_type
3347,4,Electronic City,URBAN,29,Semi-Furnished,12.807770392243693,77.70458773157493,13789963,SALE
4359,5,Koramangala,RURAL,24,Unfurnished,12.944377199557266,77.76723791728021,65406,RENT
3213,4,Koramangala,URBAN,7,Semi-Furnished,12.867558958467574,77.48718194186405,32205314,SALE
2983,4,Electronic City,RURAL,15,Furnished,12.924012288762507,77.77026939757168,11178822,SALE
561,1,Whitefield,RURAL,14,Furnished,13.056927946657593,77.49292168722332,10134,RENT
993,2,HSR Layout,URBAN,12,Furnished,13.030880991605219,77.61203164079352,31651,RENT
3659,5,HSR Layout,URBAN,25,Semi-Furnished,12.87258587285228,77.53744879845085,66462,RENT
4555,5,Koramangala,URBAN,19,Semi-Furnished,13.095486029877664,77.44580351436491,111375,RENT
3362,4,Electronic City,URBAN,14,Furnished,13.07096315188714,77.42113534998222,58652,RENT
4288,5,Indiranagar,RURAL,17,Semi-Furnished,12.95860203294013,77.54613861285769,67787,RENT
3790,5,Whitefield,URBAN,12,Furnished,12.959045096086374,77.41893754581979,27032603,SALE
4901,5,Koramangala,URBAN,23,Unfurnished,13.07037978950099,77.44168257501515,98077,RENT
1063,2,HSR Layout,URBAN,7,Furnished,12.99084344253177,77.45691903151919,12067927,SALE
1532,3,Bellandur,URBAN,13,Unfurnished,12.961006523558831,77.40076628247161,11369401,SALE
941,2,Bellandur,URBAN,27,Unfurnished,13.02474455710428,77.46130088633747,6501730,SALE
3374,4,Electronic City,URBAN,10,Unfurnished,12.870529134581226,77.63091147215135,46564,RENT
1267,2,Electronic City,URBAN,5,Furnished,13.063513225908679,77.72780924883837,26687,RENT
2466,3,Koramangala,URBAN,29,Furnished,12.959424572122417,77.47737198376323,22541644,SALE
831,2,Indiranagar,URBAN,23,Semi-Furnished,12.98104978849151,77.432349041539,7849494,SALE
4678,5,HSR Layout,URBAN,24,Semi-Furnished,12.82698316137645,77.69180567937435,33706084,SALE
1606,2,Koramangala,URBAN,28,Unfurnished,12.89285268762867,77.4032650845829,37376,RENT
2928,4,Indiranagar,URBAN,0,Furnished,12.928020601001629,77.69366484081455,34947097,SALE
1569,3,Electronic City,URBAN,24,Semi-Furnished,12.924172857030806,77.45244689434676,22822,RENT
1230,1,Bellandur,URBAN,1,Semi-Furnished,13.033485309853537,77.49131402484777,10935371,SALE
2051,3,Whitefield,RURAL,29,Semi-Furnished,12.884696719247003,77.44802796435522,22026,RENT
1536,3,Bellandur,URBAN,12,Furnished,12.85463277870292,77.49893526282057,43009,RENT
3210,4,HSR Layout,URBAN,0,Semi-Furnished,12.974785175438676,77.71927037538471,27449547,SALE
875,1,HSR Layout,RURAL,23,Unfurnished,12.984504457510125,77.45301764205003,11416,RENT
3210,4,Bellandur,RURAL,23,Furnished,12.836474992125872,77.79766625291741,14992485,SALE
1726,3,Bellandur,URBAN,26,Semi-Furnished,12.8007405508958,77.53083911043912,11360035,SALE
1419,1,Indiranagar,URBAN,3,Semi-Furnished,13.075294724006557,77.76878725020333,14617612,SALE
2236,4,Koramangala,URBAN,23,Furnished,12.823891099134,77.47601323193422,25033533,SALE
4656,4,Electronic City,URBAN,22,Semi-Furnished,13.0693600795826,77.47515900797777,21173526,SALE
2848,4,Indiranagar,RURAL,28,Semi-Furnished,12.919764462315923,77.62613427321723,44718,RENT
4693,5,Whitefield,URBAN,1,Unfurnished,12.99591677239852,77.42024003396187,28747696,SALE
1683,3,Bellandur,URBAN,20,Furnished,12.85568440721192,77.72040115905423,39349,RENT
1059,3,Whitefield,URBAN,29,Semi-Furnished,13.047175108348247,77.57584610026723,7433559,SALE
2410,3,Whitefield,URBAN,25,Furnished,12.854058016069963,77.67967858934114,16283135,SALE
798,2,Indiranagar,URBAN,19,Furnished,12.915952744494472,77.46985288139841,29796,RENT
2133,3,Electronic City,RURAL,15,Unfurnished,12.871407733844249,77.65694294031448,6555014,SALE
2525,4,HSR Layout,URBAN,2,Unfurnished,13.05125178730608,77.63762826174067,19747847,SALE
2571,4,Koramangala,URBAN,16,Furnished,13.057500744094664,77.70226450076717,83480,RENT
474,1,HSR Layout,URBAN,4,Unfurnished,12.91160866681107,77.51896051706039,14380,RENT
3871,5,Electronic City,URBAN,25,Unfurnished,12.892213541301283,77.77326622998861,15777241,SALE
1236,2,HSR Layout,URBAN,7,Semi-Furnished,13.03206961255855,77.7845204277583,12149396,SALE
899,2,Bellandur,RURAL,11,Unfurnished,13.063553591543375,77.74724944448855,4937721,SALE
537,1,Bellandur,URBAN,24,Unfurnished,12.98720599823422,77.62881350646421,3766270,SALE
2497,4,Indiranagar,RURAL,22,Semi-Furnished,13.07822110271873,77.56811530826454,13706926,SALE
4096,5,Whitefield,URBAN,11,Semi-Furnished,12.914913143855026,77.42319696742798,27492468,SALE
2285,3,Electronic City,URBAN,26,Furnished,12.845565920605209,77.77889112058439,11892543,SALE
3157,4,Electronic City,URBAN,0,Unfurnished,12.853892894695113,77.78071253747935,17370341,SALE
4320,5,HSR Layout,URBAN,0,Semi-Furnished,13.000949585689167,77.40747538199187,40412947,SALE
2300,4,Indiranagar,RURAL,14,Unfurnished,12.922257926923585,77.5427550186563,39302,RENT
3010,4,HSR Layout,URBAN,16,Furnished,12.846894379502546,77.7520145473033,75913,RENT
4386,5,HSR Layout,URBAN,1,Unfurnished,12.887668056471083,77.43234081321586,35288939,SALE
1849,3,Electronic City,URBAN,16,Unfurnished,12.959181521609825,77.47862655068408,24621,RENT
946,1,HSR Layout,RURAL,19,Unfurnished,12.836433580088642,77.79147092672784,12988,RENT
2403,3,Whitefield,URBAN,25,Semi-Furnished,12.801032749683324,77.73891552484814,12979722,SALE
2496,3,HSR Layout,URBAN,8,Semi-Furnished,13.075189414248683,77.7648253976335,61594,RENT
1103,2,Whitefield,URBAN,11,Furnished,12.891458357233427,77.45686176746213,26611,RENT
2803,4,Electronic City,URBAN,3,Unfurnished,12.866449443602896,77.48452638358674,44717,RENT
2025,4,Indiranagar,URBAN,12,Furnished,13.009544242918457,77.6421666337407,66711,RENT
3731,5,Bellandur,RURAL,3,Furnished,13.056020816654263,77.60069528840108,63546,RENT
3378,4,Whitefield,URBAN,6,Semi-Furnished,12.989683630203057,77.51940135621882,24132374,SALE
3239,5,Indiranagar,URBAN,13,Unfurnished,12.87634482622956,77.7535385198949,25341540,SALE
3784,5,Indiranagar,URBAN,26,Unfurnished,13.058490987006293,77.76055544621423,74384,RENT
3059,4,Whitefield,URBAN,8,Furnished,12.953128158838165,77.51667360405865,79211,RENT
2261,3,Electronic City,URBAN,22,Unfurnished,12.914357240888075,77.46230125623678,30958,RENT
3256,5,Koramangala,RURAL,0,Semi-Furnished,12.981417835889893,77.45963696830813,22387037,SALE
1085,2,Indiranagar,RURAL,0,Furnished,13.010183667091495,77.59377007815678,28186,RENT
4683,5,Indiranagar,RURAL,19,Furnished,12.978148962234542,77.45316739816055,28522651,SALE
2019,3,Electronic City,RURAL,3,Semi-Furnished,13.076073633716842,77.5893360888381,22002,RENT
1831,3,Electronic City,URBAN,0,Semi-Furnished,12.988405341799716,77.58477362914394,37432,RENT
1275,2,HSR Layout,URBAN,21,Semi-Furnished,13.063574213787673,77.75364408528226,9947361,SALE
2861,4,Electronic City,URBAN,9,Semi-Furnished,12.976087530546161,77.51848417592002,15493760,SALE
1765,3,Indiranagar,URBAN,1,Semi-Furnished,12.898903872119037,77.6242609834564,20028084,SALE
1643,3,Whitefield,URBAN,26,Semi-Furnished,12.959689045244959,77.69739994571364,29571,RENT
562,2,Koramangala,URBAN,20,Furnished,12.825901006895482,77.63836591801996,23766,RENT
2374,3,HSR Layout,URBAN,23,Unfurnished,12.869052390168738,77.78162713799205,15933122,SALE
3691,5,Whitefield,RURAL,14,Unfurnished,13.029869498661116,77.6409109921999,41691,RENT
669,1,Koramangala,URBAN,2,Furnished,12.998442683205328,77.76074487138804,10831398,SALE
1031,2,Koramangala,RURAL,24,Unfurnished,12.849955613160159,77.4980225557015,6058093,SALE
1305,2,Koramangala,URBAN,22,Unfurnished,12.931404552877424,77.62430110911177,30088,RENT
3871,4,Bellandur,URBAN,8,Furnished,12.842597661779076,77.61732237062667,98802,RENT
3653,5,Whitefield,URBAN,16,Unfurnished,13.056745356912192,77.79578084405603,62313,RENT
2414,3,HSR Layout,URBAN,20,Unfurnished,12.832750910526288,77.48180252535965,48589,RENT
2041,3,HSR Layout,URBAN,27,Furnished,12.9962704990281,77.4563973593464,48754,RENT
604,1,Koramangala,URBAN,12,Unfurnished,12.982100000293451,77.64466883105217,19968,RENT
981,2,Whitefield,URBAN,2,Semi-Furnished,12.941832993694055,77.48947685733283,24498,RENT
1240,2,Bellandur,URBAN,3,Furnished,12.883470386799242,77.65566213826011,12394811,SALE
2119,3,Koramangala,URBAN,3,Unfurnished,12.921186949997908,77.78899563540782,22131608,SALE
3043,4,Electronic City,URBAN,10,Unfurnished,13.041917390138314,77.77860239815898,43672,RENT
2697,4,HSR Layout,URBAN,27,Semi-Furnished,13.028465244663831,77.4924412098576,16322088,SALE
1274,2,Indiranagar,URBAN,6,Furnished,13.02164273454834,77.46835853928486,15566958,SALE
1089,2,Koramangala,URBAN,25,Furnished,13.024947075308317,77.62429571486501,12829166,SALE
4400,5,Electronic City,URBAN,10,Unfurnished,12.843165912306603,77.63471091528926,20561850,SALE
3541,5,HSR Layout,URBAN,23,Semi-Furnished,12.82972893510873,77.66490002855225,78802,RENT
1822,3,Bellandur,URBAN,10,Semi-Furnished,13.058449586856206,77.69659637039473,13682819,SALE
1071,3,Whitefield,URBAN,9,Semi-Furnished,13.051152371103333,77.6403829242688,9312040,SALE
1571,3,HSR Layout,URBAN,4,Semi-Furnished,13.00439549121391,77.44470120148787,41616,RENT
4126,5,Whitefield,URBAN,12,Semi-Furnished,12.981771723594662,77.71606318822778,25092431,SALE
1343,2,Whitefield,URBAN,28,Semi-Furnished,12.910061511944717,77.43180687380986,7503109,SALE
1849,3,Bellandur,URBAN,11,Furnished,12.867224777473401,77.40799707448689,52892,RENT
4137,5,Bellandur,URBAN,9,Unfurnished,13.000296931318951,77.70786327864475,26824440,SALE
2939,4,Koramangala,URBAN,6,Unfurnished,13.073910391424743,77.61934296977427,79164,RENT
4359,5,Koramangala,URBAN,18,Semi-Furnished,12.931098972721445,77.6794365674346,111816,RENT
4660,5,HSR Layout,URBAN,18,Furnished,12.890963741066871,77.55309892968305,106300,RENT
2761,4,Bellandur,URBAN,18,Furnished,12.881222544046848,77.4044369974098,22279229,SALE
4052,5,Electronic City,URBAN,11,Semi-Furnished,12.807111572869925,77.53240613965241,18765732,SALE
4070,5,HSR Layout,URBAN,19,Unfurnished,12.95609501665822,77.64325409316926,72292,RENT
2153,2,Indiranagar,URBAN,21,Semi-Furnished,13.096470808956449,77.49028122818805,52765,RENT
2752,3,Whitefield,URBAN,14,Furnished,13.044571314841797,77.67512173345317,55734,RENT
2338,4,Whitefield,RURAL,4,Semi-Furnished,13.069242415449578,77.71776040395677,11316532,SALE
770,1,Koramangala,RURAL,23,Unfurnished,12.986349228882652,77.58170679934622,4492927,SALE
4879,5,Electronic City,URBAN,29,Unfurnished,12.944433923144825,77.75028851922767,53466,RENT
2331,3,Bellandur,URBAN,13,Furnished,13.097137102221126,77.74192662582765,19725664,SALE
824,2,Bellandur,URBAN,11,Semi-Furnished,12.934148633191654,77.75122318111673,8000351,SALE
1294,2,Koramangala,URBAN,28,Semi-Furnished,13.075049172714033,77.66441481306273,31420,RENT
997,2,Indiranagar,RURAL,20,Furnished,13.02855344263512,77.52191559986943,7031376,SALE
3462,4,HSR Layout,RURAL,10,Semi-Furnished,12.899293527571416,77.59250051294863,19063396,SALE
2736,4,HSR Layout,URBAN,27,Furnished,12.950918654975895,77.68420425981243,60833,RENT
2087,3,Electronic City,URBAN,4,Semi-Furnished,12.91529876652911,77.48422546130503,11984803,SALE
972,3,Koramangala,URBAN,15,Unfurnished,12.84086698224979,77.6955374037018,10889969,SALE
2490,3,Koramangala,URBAN,29,Furnished,12.907029974468658,77.61923544683722,20992202,SALE
4069,5,Indiranagar,RURAL,25,Semi-Furnished,13.066691865284028,77.43840697611343,58534,RENT
4672,5,HSR Layout,RURAL,17,Semi-Furnished,13.02579070560472,77.62291453080007,22107638,SALE
2033,2,Koramangala,URBAN,11,Semi-Furnished,12.883274322290498,77.426710455285,20352768,SALE
1917,3,Bellandur,URBAN,26,Furnished,12.910373993929262,77.40572291401865,13890765,SALE
4693,5,Electronic City,URBAN,26,Unfurnished,12.984930176901957,77.75585106796291,17674925,SALE
3057,4,HSR Layout,URBAN,4,Semi-Furnished,12.924841944502546,77.5959664446418,27045352,SALE
4048,5,Indiranagar,RURAL,15,Furnished,12.950913234909368,77.61731586201613,76717,RENT
3988,5,Electronic City,URBAN,11,Semi-Furnished,13.009450523328795,77.51197510865211,20164624,SALE
1937,3,Whitefield,URBAN,22,Unfurnished,12.940175254443206,77.617097887783,30241,RENT
3537,5,Bellandur,URBAN,1,Unfurnished,12.85729093690016,77.46754747685989,23726633,SALE
497,1,Indiranagar,RURAL,29,Unfurnished,12.956172181194448,77.6982583189538,9187,RENT
3615,5,Electronic City,URBAN,28,Furnished,12.906835469065127,77.72933966416156,54811,RENT
4930,5,Koramangala,RURAL,5,Semi-Furnished,12.887220268537588,77.7423503119677,31479025,SALE
4150,4,Whitefield,RURAL,22,Furnished,12.898432568331955,77.44266108697117,47031,RENT
3557,5,Indiranagar,RURAL,20,Semi-Furnished,12.931700665247002,77.62310176013791,19104449,SALE
743,1,Koramangala,URBAN,24,Furnished,13.065983942861486,77.7235003879376,25013,RENT
1010,2,Bellandur,URBAN,29,Semi-Furnished,13.02021713129906,77.45128659528496,6777873,SALE
2127,3,Whitefield,URBAN,3,Furnished,13.000364581550409,77.43980896326964,17530096,SALE
2690,4,HSR Layout,URBAN,29,Semi-Furnished,12.941378063264521,77.72677679946801,17365244,SALE
2254,3,Koramangala,URBAN,29,Furnished,12.800548984144905,77.71869441555648,20780660,SALE
3008,4,Electronic City,URBAN,12,Unfurnished,12.902165213431728,77.57947725478539,42498,RENT
2479,3,Indiranagar,URBAN,9,Furnished,13.043957611993841,77.44388446754402,26275389,SALE
2724,4,Whitefield,RURAL,16,Unfurnished,12.916451272855323,77.60644926292679,10357526,SALE
1577,3,Koramangala,URBAN,13,Unfurnished,12.969145737520293,77.55792128000186,14008579,SALE
1491,1,HSR Layout,URBAN,23,Semi-Furnished,12.86142194490413,77.6074189724176,30943,RENT
3191,4,Indiranagar,URBAN,14,Unfurnished,13.074757322553737,77.57595808081024,25982701,SALE
2149,3,Indiranagar,URBAN,7,Unfurnished,13.07695113072112,77.62740576535636,61121,RENT
3075,4,Koramangala,RURAL,22,Semi-Furnished,12.843821115187506,77.69085188740532,53087,RENT
1181,2,HSR Layout,URBAN,23,Furnished,13.0172476847619,77.70994396146034,10376771,SALE
3448,4,Bellandur,RURAL,17,Furnished,12.822571552325574,77.65959287929513,46629,RENT
2505,5,Bellandur,URBAN,2,Unfurnished,12.97956428539403,77.47957624601857,18142633,SALE
4267,5,Whitefield,URBAN,24,Furnished,12.853596095247799,77.55884921024204,81188,RENT
4942,5,Koramangala,URBAN,16,Unfurnished,12.843711575746761,77.4284896114943,40787293,SALE
2513,4,Whitefield,URBAN,23,Furnished,12.801235945217801,77.58066949123007,18233051,SALE
4370,5,Bellandur,URBAN,23,Furnished,13.082257141060222,77.78813576508993,31466345,SALE
2391,2,Indiranagar,URBAN,6,Furnished,13.048775747456137,77.6566922830364,73229,RENT
1467,2,Whitefield,URBAN,12,Unfurnished,12.823242667177388,77.4618450058654,23991,RENT
1977,3,HSR Layout,URBAN,29,Semi-Furnished,12.979812683020107,77.50743106391018,39526,RENT
1411,2,Electronic City,URBAN,26,Furnished,12.86986947043977,77.42582945852102,21018,RENT
2674,4,Bellandur,RURAL,15,Furnished,12.879204764641882,77.47296555606079,14296882,SALE
2214,3,Bellandur,URBAN,4,Furnished,13.062251096502797,77.59513665739111,20633165,SALE
2826,4,HSR Layout,URBAN,3,Unfurnished,12.834297723680361,77.53794255257145,63590,RENT
4802,5,Whitefield,URBAN,25,Semi-Furnished,12.980447040698913,77.48158492692352,70895,RENT
2951,4,Koramangala,RURAL,9,Unfurnished,12.920376660493703,77.45863936542514,52308,RENT
4057,5,Indiranagar,RURAL,12,Furnished,12.857240179889088,77.66242844679088,71792,RENT
407,2,Electronic City,URBAN,9,Unfurnished,12.935575422578799,77.62324095074914,3339889,SALE
2955,4,Koramangala,URBAN,13,Furnished,13.082146786131839,77.73705612488594,30972412,SALE
875,3,Koramangala,URBAN,25,Furnished,13.034483014769165,77.47330115429111,11235457,SALE
2611,4,HSR Layout,RURAL,21,Unfurnished,12.8396334204091,77.73919418397129,31923,RENT
884,2,Whitefield,RURAL,11,Furnished,13.054828921915295,77.63116446902394,15623,RENT
2685,4,Bellandur,RURAL,26,Furnished,13.081232158696233,77.5064892775919,35940,RENT
4963,5,Bellandur,URBAN,0,Semi-Furnished,12.883089284252662,77.50942125622741,123386,RENT
3925,5,HSR Layout,URBAN,28,Unfurnished,12.900025908654605,77.55615215605755,23323896,SALE
3739,5,Whitefield,RURAL,20,Unfurnished,12.837892977986616,77.58405088666672,13248095,SALE
3222,4,HSR Layout,URBAN,29,Furnished,12.903482031326522,77.43300203389475,68216,RENT
3324,4,Bellandur,URBAN,19,Furnished,13.001942239141883,77.73679966626653,25664976,SALE
658,1,Koramangala,URBAN,19,Unfurnished,12.88164650452888,77.44861642772969,6745620,SALE
682,1,Indiranagar,RURAL,6,Unfurnished,12.802047503230076,77.59338393721195,4661417,SALE
2298,3,Whitefield,URBAN,8,Unfurnished,12.901563394290042,77.55318729327637,14408279,SALE
4535,5,Electronic City,URBAN,7,Furnished,12.93595220869062,77.60491483372478,75569,RENT
3376,4,Electronic City,URBAN,26,Semi-Furnished,12.969906811226213,77.75499300682726,14289480,SALE
2667,3,Koramangala,URBAN,12,Semi-Furnished,13.005147531307406,77.79563533594244,25585275,SALE
3600,5,HSR Layout,URBAN,13,Furnished,12.818535303268632,77.4081085490731,33298023,SALE
1012,2,HSR Layout,URBAN,11,Furnished,12.940925583589832,77.55729577269008,10390292,SALE
1087,2,Bellandur,URBAN,7,Furnished,12.879908738805206,77.72704421236689,30351,RENT
4090,5,Koramangala,URBAN,20,Unfurnished,13.084390869663348,77.53064115210479,31106671,SALE
1012,2,Bellandur,RURAL,21,Furnished,12.907969552938177,77.65961447036742,5690506,SALE
2707,4,Bellandur,RURAL,17,Unfurnished,12.830037109615962,77.79690368150658,32665,RENT
3413,5,Electronic City,URBAN,15,Semi-Furnished,12.812447447231472,77.65870851552637,51515,RENT
2181,4,Bellandur,RURAL,28,Furnished,12.879621766278472,77.4444765510493,29327,RENT
2991,4,Bellandur,URBAN,10,Furnished,12.853663621664793,77.7371727827816,73442,RENT
3096,4,Electronic City,URBAN,15,Unfurnished,12.994939888063623,77.78666297491701,41512,RENT
4358,5,HSR Layout,URBAN,13,Unfurnished,13.05408996251229,77.68500336851955,88663,RENT
974,1,Whitefield,URBAN,2,Unfurnished,12.89376761104108,77.56762723993722,6961857,SALE
2310,3,Indiranagar,URBAN,20,Semi-Furnished,12.973337436488148,77.77936007013817,20319082,SALE
4004,5,Bellandur,URBAN,1,Semi-Furnished,13.019091583094315,77.78742880601968,94017,RENT
1069,3,Whitefield,URBAN,2,Furnished,12.9195463067418,77.77404669739965,11368772,SALE
4764,4,Electronic City,URBAN,3,Furnished,12.819897683401422,77.56472760092403,28115373,SALE
1683,3,Whitefield,URBAN,21,Unfurnished,12.868755473278336,77.71588306958753,9969081,SALE
1323,2,Indiranagar,URBAN,4,Semi-Furnished,13.064919742426605,77.66167174361362,14719752,SALE
1525,3,Whitefield,URBAN,9,Furnished,13.047344079876469,77.47188266635423,12795222,SALE
1929,2,Whitefield,URBAN,19,Unfurnished,12.825959758647176,77.61420596067086,32688,RENT
1994,4,Whitefield,URBAN,28,Unfurnished,12.867184617010173,77.69907640365146,12092571,SALE
646,1,Whitefield,URBAN,1,Semi-Furnished,13.030749584636997,77.75836491038612,5696230,SALE
4111,5,Koramangala,URBAN,11,Semi-Furnished,12.945769469596646,77.74503934816262,112923,RENT
1960,3,Bellandur,URBAN,26,Furnished,13.027990109508718,77.4618634000742,13872318,SALE
2800,4,Electronic City,RURAL,4,Furnished,12.863327741498644,77.59521329859409,11483404,SALE
2643,4,Indiranagar,RURAL,4,Unfurnished,13.085809441751081,77.59130745178432,15723103,SALE
4264,4,Electronic City,RURAL,26,Unfurnished,13.035082234639969,77.75949482475917,11156194,SALE
2339,3,Koramangala,URBAN,22,Unfurnished,12.859235697447803,77.40077492365475,18632282,SALE
3469,4,Koramangala,URBAN,0,Furnished,12.967534760203996,77.69548541505077,46877789,SALE
626,1,Koramangala,RURAL,3,Semi-Furnished,12.833929138428879,77.6474566066185,16257,RENT
3947,5,Bellandur,URBAN,26,Furnished,12.90843044453795,77.76862858927062,27123930,SALE
664,1,Koramangala,URBAN,20,Semi-Furnished,12.997886410542657,77.5827669401327,20238,RENT
1795,3,Whitefield,URBAN,23,Furnished,12.899038306378632,77.6630688999502,36441,RENT
3957,4,Electronic City,URBAN,11,Furnished,12.997027518727391,77.78909881216862,22747993,SALE
1045,2,HSR Layout,RURAL,11,Semi-Furnished,12.87343383939823,77.69756150516636,5804759,SALE
3390,4,Indiranagar,URBAN,15,Furnished,13.01636203415992,77.42695358965192,31925646,SALE
2299,2,Koramangala,URBAN,23,Furnished,12.90787687217598,77.46701342038908,65409,RENT
2904,3,Electronic City,URBAN,16,Unfurnished,13.03714438127343,77.7285804411839,38408,RENT
3172,4,Koramangala,URBAN,20,Semi-Furnished,12.841006974415345,77.53391821638947,76557,RENT
1554,3,Bellandur,URBAN,9,Semi-Furnished,12.908593384805686,77.68236724423932,12706150,SALE
987,1,Koramangala,URBAN,16,Unfurnished,12.939179736132406,77.67992949333753,23486,RENT
4971,5,Koramangala,URBAN,16,Semi-Furnished,12.927153657350173,77.79748020935529,43850215,SALE
2221,3,Koramangala,URBAN,17,Unfurnished,12.929928351356102,77.58794908945454,20319513,SALE
1385,2,Koramangala,URBAN,1,Semi-Furnished,12.933441000003523,77.69513294420237,51353,RENT
4479,5,Indiranagar,URBAN,24,Semi-Furnished,13.096641057569794,77.41950115091444,105224,RENT
3748,4,Electronic City,URBAN,3,Semi-Furnished,12.857947130980897,77.58503640827723,21305832,SALE
4231,5,Bellandur,URBAN,18,Semi-Furnished,13.03059914915258,77.47467261792686,84642,RENT
1641,3,Koramangala,URBAN,10,Unfurnished,12.965536634331997,77.73622862068527,47666,RENT
589,1,Koramangala,RURAL,16,Unfurnished,12.924088525432957,77.73596333280642,4172706,SALE
1380,2,Koramangala,RURAL,11,Semi-Furnished,12.990058615152579,77.49454576828228,30460,RENT
2098,3,Koramangala,URBAN,1,Furnished,13.05605943292994,77.52731406124659,80675,RENT
2115,3,Whitefield,URBAN,5,Unfurnished,12.939991509185926,77.68099111378415,12781518,SALE
2993,4,Whitefield,URBAN,8,Semi-Furnished,13.05944041068832,77.6953063693649,21731192,SALE
4536,4,HSR Layout,URBAN,4,Unfurnished,12.828139500487715,77.66305264084575,94954,RENT
4833,5,Koramangala,URBAN,19,Furnished,12.99592526659793,77.79867785501047,132303,RENT
1498,3,HSR Layout,RURAL,28,Furnished,12.89995401839626,77.74747328479404,25220,RENT
2726,5,Indiranagar,URBAN,20,Furnished,12.916014598181649,77.56682355230102,28481914,SALE
3647,5,HSR Layout,RURAL,8,Semi-Furnished,12.971305925271292,77.53079068861676,55070,RENT
1295,2,Electronic City,URBAN,27,Semi-Furnished,12.943975039489272,77.63873989919843,6139634,SALE
2074,3,Whitefield,URBAN,28,Furnished,12.914533831552957,77.7270545343334,12508453,SALE
3309,4,Whitefield,URBAN,22,Unfurnished,12.89249702654592,77.59013738949463,16364967,SALE
1330,2,Koramangala,URBAN,7,Unfurnished,12.98549459066946,77.69507704273265,11651398,SALE
4784,5,Koramangala,URBAN,19,Furnished,12.951673895548888,77.40766401580242,128817,RENT
1123,2,Indiranagar,URBAN,26,Semi-Furnished,12.896992737653264,77.77033604331923,28683,RENT
3340,4,Bellandur,URBAN,7,Unfurnished,12.861488305663269,77.70953389100617,56640,RENT
1489,2,Indiranagar,URBAN,21,Unfurnished,13.032340458789125,77.55767603470565,32090,RENT
4978,5,Electronic City,URBAN,20,Unfurnished,13.039914477358366,77.55360493020773,60933,RENT
1335,3,Koramangala,URBAN,28,Semi-Furnished,12.86413643809406,77.4411547230994,11669330,SALE
2695,3,Koramangala,URBAN,27,Furnished,12.87849470397338,77.726461489553,24325663,SALE
555,1,Indiranagar,URBAN,22,Semi-Furnished,12.871742906750447,77.70745180370287,15802,RENT
1470,3,Indiranagar,URBAN,5,Unfurnished,13.065370923672962,77.65209988301424,44724,RENT
2358,3,Indiranagar,URBAN,2,Furnished,13.032239114318555,77.44058258885762,79188,RENT
2901,4,Whitefield,URBAN,4,Semi-Furnished,12.822372056974995,77.50493654625483,58025,RENT
4619,5,HSR Layout,URBAN,8,Furnished,13.049799784948126,77.58356578930585,35617641,SALE
4230,5,HSR Layout,URBAN,6,Unfurnished,12.811055546217737,77.50638877750569,86877,RENT
1254,2,Koramangala,URBAN,27,Semi-Furnished,12.875959937294905,77.57358956926116,11713056,SALE
1039,2,Whitefield,URBAN,3,Furnished,13.075697415228984,77.49038301625507,10779180,SALE
2638,4,Indiranagar,RURAL,6,Semi-Furnished,13.059299388429862,77.53984020152241,51015,RENT
2002,2,Koramangala,URBAN,4,Unfurnished,13.034430354417385,77.66091875343865,19272226,SALE
841,1,Whitefield,URBAN,10,Furnished,12.937264168732774,77.75694443231188,20483,RENT
1736,4,Electronic City,RURAL,28,Unfurnished,12.896424230306003,77.55401227249314,5484043,SALE
4100,5,Bellandur,URBAN,14,Furnished,13.064463751262137,77.6767632924643,31473221,SALE
1348,2,Whitefield,RURAL,1,Unfurnished,12.997122227080764,77.45391723455302,6839219,SALE
3773,4,Koramangala,URBAN,12,Unfurnished,12.888652656514338,77.6163271911423,32680147,SALE
859,2,HSR Layout,URBAN,21,Semi-Furnished,12.938958763389635,77.7686816902218,7636767,SALE
792,2,Indiranagar,RURAL,15,Unfurnished,13.064450066678486,77.41117432178297,15188,RENT
4338,5,Bellandur,URBAN,6,Semi-Furnished,13.071036630823466,77.50702294469073,34964704,SALE
2187,3,Electronic City,URBAN,7,Unfurnished,12.997790628191519,77.45299741347206,35331,RENT
2657,4,Bellandur,URBAN,5,Unfurnished,13.01976675821511,77.61324859179857,62553,RENT
1538,3,Bellandur,URBAN,23,Unfurnished,12.811789349968642,77.67185698562854,9337302,SALE
4208,5,Whitefield,URBAN,6,Furnished,12.981380152291157,77.42311167682524,95569,RENT
2854,4,Koramangala,URBAN,17,Semi-Furnished,13.006697770511293,77.42811376825622,25634920,SALE
1866,3,Koramangala,URBAN,29,Furnished,12.80611314412407,77.74785167709956,53328,RENT
4074,5,Bellandur,URBAN,21,Semi-Furnished,13.053157696386876,77.58249325942701,75810,RENT
1777,3,Indiranagar,URBAN,24,Unfurnished,13.078485503495221,77.58518063985547,13499631,SALE
2997,4,Koramangala,URBAN,27,Furnished,12.871380935725638,77.77783215798324,79972,RENT
541,1,Bellandur,URBAN,21,Semi-Furnished,13.05373877980909,77.52808384410598,14909,RENT
3059,4,Koramangala,RURAL,19,Unfurnished,12.99965377481275,77.75880945881312,48334,RENT
4996,5,Indiranagar,URBAN,6,Semi-Furnished,12.97420874592506,77.7897018978305,40936219,SALE
1239,2,Electronic City,URBAN,2,Semi-Furnished,13.052937792106745,77.49667767906017,22840,RENT
